,순서,상품명,별점,도수,설명,맛과향,이미지
89,90,REYKA EIMAD A ISLANDI,4.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/e4d1d120-f5fe-0137-b83f-5aa86073ee83/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
90,91,SKOL VODKA,0.9,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/b6db1d70-5958-0137-f0f7-628b9c5acb19/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
91,92,ŻUBRÓWKA CZARNA,3.7,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/4ac8ba40-1cf8-0137-850e-26e0aa0e50f5/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
92,93,KAMCHATKA,2.9,45.0,none,none,"https://ip-distiller.imgix.net/images/spirits/4f0e57f0-04a1-0137-a5ef-1643b3fbfe05/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
93,94,LEGEND OF KREMLIN,4.1,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/044dd090-0408-0137-955b-1261c9aaf76b/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
94,95,TILL AMERICAN WHEAT VODKA,4.05,40.0,"Distilled in Atchison, Kansas, TILL American Vodka aims to celebrate the American heartland. Distilled from wheat, its name refers to the farm tool used to work soil. The brand is owned by MGP Ingredients, which is widely known for contract whiskey distilling out of its Lawrenceburg, Indiana distillery.","{""grain"":30,""earthy"":0,""spicy"":20,""herbal"":0,""oily"":20,""chemical"":0,""rich"":0,""sweet"":25,""mineral"":0,""neutral"":80,""harsh"":0,""bitter"":0,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/a45c91e0-ae4c-0136-8654-3ad260f3ba1d/till_wheat_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
95,96,HUMBOLDT DISTILLERY ORGANIC VODKA,3.75,40.0,"Distilled in a small town in California’s Humboldt County, this vodka is distilled from sugarcane and is USDA certified organic. It is also non-GMO and gluten free. The locale boasts access to a pure water source among an old growth redwood forest which is used to bring the proof down to 80 before bottling.","{""grain"":0,""earthy"":10,""spicy"":40,""herbal"":5,""oily"":5,""chemical"":0,""rich"":10,""sweet"":85,""mineral"":40,""neutral"":70,""harsh"":10,""bitter"":0,""fruity"":5,""floral"":25}","https://ip-distiller.imgix.net/images/spirits/719468c0-4e30-0136-c70e-36570146ba2b/humboldt_organic_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
96,97,AMERICAN ANTHEM VODKA,3.78,40.0,"Launched in May 2018 by spirits giant Diageo, this vodka is made in the US. Corn from Indiana and Iowa make up its base and it is naturally gluten-free. American Anthem will donate $1 from each bottle made, split between 'Operation Gratitude' and 'The Mission Continues' -- two charitable organizations that are dedicated to strengthening and supporting military personnel and their families.",none,"https://ip-distiller.imgix.net/images/spirits/9e859bf0-4276-0136-d364-2252a8276050/american_anthem_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
97,98,WATERSHED VODKA,3.45,40.0,"Made by Watershed Distillery in Columbus, Ohio, this vodka was first introduced in 2010. It is made from a base of locally-sourced corn and apples. Bottled at 40% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/d8ccb9c0-a4cb-0135-5b2b-5e1a65d0d9e4/watershed_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
98,99,POTOCKI VODKA,4.3,40.0,"Potocki is made from 100% locally-sourced rye. Distilled via column distillation, it is blended with distilled water to bring it to proof. No additives and no charcoal filtration.",none,"https://ip-distiller.imgix.net/images/spirits/e0e7a370-8a1c-0135-9e5e-7620abd36966/potocki_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
99,100,HANSON OF SONOMA ORIGINAL VODKA,4.2,40.0,"Based in California’s Sonoma County, Hanson makes its vodka using organic grapes from the area. This Sonoma wine is then distilled on a combination pot still and fifty-plate column still to create the spirit. The vodka is not only organic, but it is also non-GMO and gluten free.","{""grain"":0,""earthy"":65,""spicy"":5,""herbal"":5,""oily"":10,""chemical"":0,""rich"":65,""sweet"":70,""mineral"":0,""neutral"":20,""harsh"":0,""bitter"":0,""fruity"":90,""floral"":5}","https://ip-distiller.imgix.net/images/spirits/33f86240-88ff-0135-ddc6-0ac938548f10/hanson_of_sonoma_original_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
100,101,SMIRNOFF SILVER 90 PROOF,3.75,45.0,"This 90 proof vodka is made just like its classic brother, but bottled at a slightly higher proof. Smirnoff is distilled via continuous distillation and made from grain. It is charcoal filtered and bottled at 45% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/dcf74df0-88f2-0135-40f0-7aaa98deef23/smirnoff_silver_90_proof_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
101,102,SNOW LEOPARD VODKA,4.6,40.0,"This vodka, first launched in 2006, is distilled in Poland using spelt grain and natural spring water. This vodka was created to help the endangered snow leopard. 15% of all profits go to the Snow Leopard Trust, a non-profit organization established in 1981.",none,"https://ip-distiller.imgix.net/images/spirits/87d29850-886c-0135-cad6-7aea5cb49369/snow_leopard_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
102,103,WÓDKA VODKA,4.35,40.0,This Polish vodka is made from 100% rye. After column-distillation it is twice charcoal-filtered. Bottled at 40% ABV.,"{""grain"":70,""earthy"":40,""spicy"":75,""herbal"":15,""oily"":10,""chemical"":0,""rich"":35,""sweet"":20,""mineral"":20,""neutral"":30,""harsh"":15,""bitter"":50,""fruity"":15,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/daa73730-884b-0135-e315-028f4ecfff0c/wodka_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
103,104,MONKEY IN PARADISE VODKA,3.38,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/ad2fbd10-bd82-0138-6d5c-221a502822fb/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
104,105,ROCK TOWN VODKA,4.06,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/0f3f6d00-93ee-0138-9ba0-0a816bd4b398/rock_town_vodka_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
105,106,SOPLICA VODKA,2.94,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/98e384e0-e641-0137-f3a6-3a78457c0fbb/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
106,107,RIGA BLACK,3.88,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/0f95d1d0-d60f-0137-c316-76631ce3d5e8/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
107,108,BLOOD X SWEAT X TEARS VODKA,4.75,40.0,"Blood x Sweat x Tears Vodka is made by a team of self-labeled ""misfits""in Eugene, Oregon. It's made using locally-sourced Pacific Northwest wheat and is freeze filtered. The final product is hand bottled at 40% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/ffb71920-cb63-0137-b7f8-2638832feb4b/bst_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
108,109,POLIAKOV,2.13,37.5,none,none,"https://ip-distiller.imgix.net/images/spirits/f5df3e80-9a45-0137-dfcc-02003c78a1a6/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
109,110,IDÔL,4.44,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/a252d9d0-987f-0137-f53e-066b6cc7b6b9/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
110,111,SOCIAL HOUSE VODKA,4.31,40.0,"Social House Vodka is produced by Social Beverage Company at the Three Stacks Vodka Distillery in Kinston, NC. It is made with 100% North Carolina corn. After being distilled five times, it is cut with water from the Black Creek Aquifer to bring the it down to 40% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/325a8c00-9469-0137-f930-222ddd22d2c0/social_house_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
111,112,STARR BLU VODKA,2.81,40.0,Starr Blue vodka is an American grain vodka that's been distilled five times. It is produced in Minnesota by United States Distilled Products and is bottled at 40% ABV.,none,"https://ip-distiller.imgix.net/images/spirits/eef08420-8eef-0137-85b0-2e2c5f893df7/starr_blu_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
112,113,CROWN RUSSE VODKA,4.75,40.0,"Crown Russe Vodka is produced by Sazerac Company in Frankfort, KY. This vodka came under the Sazerac brand umbrella in 1989 when Sazerac purchased it along with several other brands from Seagram.",none,"https://ip-distiller.imgix.net/images/spirits/cd58ef20-8ee0-0137-85a2-2e2c5f893df7/crown_russe_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
113,114,SUMMUM VODKA,4.75,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/91d38560-630c-0137-541f-76e227d21237/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
114,115,ST. LOUIS DISTILLERY CARDINAL SIN,4.25,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/418086c0-518b-0137-6755-1aeffe40e5ed/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
115,116,UPSTATE BY SAUVAGE,3.75,45.0,none,none,"https://ip-distiller.imgix.net/images/spirits/4bf6edb0-50b6-0137-cb51-1aa691b671de/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
116,117,PURITY VODKA CONNOISSEUR 51 RESERVE,5.0,40.0,"Purity Distillery is located on the Ellinge Castle estate in Sweden. The brand makes a variety of certified organic vodkas (as well as gin) with varying numbers of distillations. Each of the vodkas is made with both malted barley and Swedish winter wheat. The mash is run through the copper still system consisting of a 600-liter pot still connected to two column stills, each with 8 plates. For this Connoisseur 51 Reserve, it is run through three times with each plate considered a distillation. This heart is collected and blended with column-distilled organic wheat spirit. It's proofed to 40% ABV with mineral-rich Swedish water and deionized water.","{""grain"":45,""earthy"":15,""spicy"":35,""herbal"":0,""oily"":10,""chemical"":0,""rich"":35,""sweet"":25,""mineral"":20,""neutral"":75,""harsh"":10,""bitter"":20,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/08464b20-3b64-0137-4a99-72d0282741b0/purity_51_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
117,118,GREEN MARK VODKA,3.69,,none,none,"https://ip-distiller.imgix.net/images/spirits/657d7550-38ab-0137-9587-727486a54752/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
118,119,ABSOLUT EXTRAKT,4.19,35.0,none,none,"https://ip-distiller.imgix.net/images/spirits/931a5260-3710-0137-4b5c-7a13e0e3b5d3/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
119,120,CHASE ORIGINAL POTATO VODKA,3.88,40.0,"Chase Original Potato Vodka is made in Herefordshire by field-to-bottle Chase Distillery. Three types of potatoes are grown here: King Edward, Lady Claire, and Lady Rosetta. They are processed and distilled in a copper pot still named ""Fat Betty."" It takes about 250 potatoes to create each bottle.",none,"https://ip-distiller.imgix.net/images/spirits/0b0a3100-0d54-0137-3a79-6a9d639d49c9/chase_original_potato_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
120,121,GRAY DUCK VODKA,4.88,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/e88c4df0-08be-0137-fd58-42decbc54a51/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
121,122,COVINGTON GOURMET VODKA,3.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/5a3628a0-fe2c-0136-e25c-6665cbf74789/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
122,123,NUE,3.81,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/8b886870-f8c2-0136-4111-72fee00e431e/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
123,124,SHEVKOFF LUXURY VODKA,3.56,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/29cfa430-d3dc-0136-659b-7e2383dffb93/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
124,125,TOM'S TOWN DOUBLE GRAIN VODKA,4.33,40.0,"Made at the Tom's Town Distilling Co. in Kansas City, the two grains used for the brand's vodka are wheat (90%) and Missouri rye (10%). Note: This vodka was formerly known as Eli's StrongArm Vodka. Brand and bottle update in 2018.",none,"https://ip-distiller.imgix.net/images/spirits/aef052c0-b3a4-0136-f160-62af3fb00776/toms_town_double_grain_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
125,126,DILLON'S METHOD 95 VODKA,3.88,40.0,"This vodka is made in Ontario from Niagara-grown grapes. These grapes were shaken from their vines during the thinning process. Instead of them being discarded, wine and then vodka was made instead. This wine base was distilled three times in their hybrid copper still to a 95% ABV, hence the name.",none,"https://ip-distiller.imgix.net/images/spirits/55c17c80-a4ca-0135-933c-16c86895c577/dillons_method_95_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
126,127,CRATER LAKE VODKA,3.75,40.0,"Crater Lake products were first made in Bend, Oregon. Then in 2010 they moved their distillery to Tumalo, Oregon. Their standard vodka is distilled from grain. It is filtered ten times through charcoal and crushed lava rock. This is to imitate the natural filtration that happens to the water of Crater Lake. A portion of each batch is rested briefly in new American oak barrels.","{""grain"":0,""earthy"":15,""spicy"":0,""herbal"":0,""oily"":40,""chemical"":45,""rich"":35,""sweet"":0,""mineral"":80,""neutral"":75,""harsh"":25,""bitter"":10,""fruity"":0,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/5be4daf0-9b64-0135-b5f5-2e05cf202ac5/crater_lake_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
127,128,ST. GEORGE SPIRITS ALL PURPOSE VODKA,3.94,40.0,"This vodka from St. George Spirits in Alameda, California is made from a base of pears and grain. Bartlett pears, the same the distillery uses in their pear brandy, are distilled to 95.1% ABV. They then blend this with a non-GMO grain base spirit. Bottled at 40% ABV after filtering for impurities.","{""grain"":65,""earthy"":65,""spicy"":15,""herbal"":0,""oily"":0,""chemical"":0,""rich"":68,""sweet"":75,""mineral"":0,""neutral"":5,""harsh"":0,""bitter"":0,""fruity"":80,""floral"":0}","https://ip-distiller.imgix.net/images/spirits/326fc070-8d02-0135-c327-2a6c85e607e8/st_george_all_purpose_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
128,129,DASH VODKA,4.75,40.0,"DASH Vodka's distillery, located in Brookshire, Texas, is owned and operated by Master distiller Ali Ansari, founder of Limited Spirits LLC and DASH Vodka. It houses a custom-designed, handcrafted copper pot still from Scotland and a fully automated bottling line. Dash's vodkas are made using organic wheat, sun-roasted Thomson raisins, and traditional fermentation and distillation processes. Dash's Traditional Vodka is distilled seven times and finished with purified mineral water that has been filtered through crushed coconut shells, plate filtered, and micro-oxygenated. Finally, it is bottled at 40% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/dffb46a0-e4dd-0134-e152-36b427100ac9/dash_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
129,130,REDMONT VODKA,4.58,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/653bb8f0-75e1-0139-b662-061e1e8e4cf6/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
130,131,TWO FOUNDERS 80 ACRES VODKA,2.33,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/624d6c30-eb4a-0138-2ea2-3afc2175ce31/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
131,132,EVERCLEAR 190 PROOF,1.08,95.0,none,none,"https://ip-distiller.imgix.net/images/spirits/3bb9eff0-decc-0138-7171-4ed899f5fb75/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
132,133,SMUGGLERS NOTCH VODKA,4.08,,none,none,"https://ip-distiller.imgix.net/images/spirits/9e71e5c0-d107-0138-12c1-56b42b7f898e/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
133,134,THIRTEENTH COLONY DISTILLERIES SOUTHERN VODKA,4.67,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/4bfdeda0-c5fa-0138-d55b-66a77d44b4e6/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
134,135,PICKERS TENNESSEE VODKA,3.96,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/6c551bc0-bdb4-0138-4d5a-0238eb0b7085/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
135,136,NEW AMSTERDAM VODKA 100 PROOF,2.89,50.0,none,none,"https://ip-distiller.imgix.net/images/spirits/cebe7220-aed7-0138-47f2-3ab13813b308/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
136,137,OREGON SPIRIT CASCADIAN VODKA,3.33,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/216861d0-aed7-0138-fe25-12d7a235a0f9/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
137,138,TAHOE BLUE,4.83,,none,none,"https://ip-distiller.imgix.net/images/spirits/3f08d9d0-997e-0138-3f2e-42649e376d67/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
138,139,FABER VODKA,3.67,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/cf1c0380-6d20-0138-a666-02a205f05937/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
139,140,ESBJAERG VODKA,2.08,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/3b84da10-5359-0138-d533-42ef104fa582/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
140,141,POLUGAR #3,4.25,,none,none,"https://ip-distiller.imgix.net/images/spirits/eadff450-45f3-0138-12b9-5e85a91fb8f7/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
141,142,BARTON CHARCOAL FILTERED VODKA,2.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/cb527760-21fb-0138-fb03-6e25f815d371/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
142,143,KING ST. VODKA,4.42,43.0,"Launched November 2019, King St. Vodka is a brand backed by actress/entrepreneur Kate Hudson. It is named for King Street in NYC which was her former home. Distilled in California, King St. is gluten free and made with non-GMO corn. Alkaline water is used in its production. Bottled at 43% ABV.",none,"https://ip-distiller.imgix.net/images/spirits/0ffb7cb0-e9eb-0137-02e0-42ad6e9ec158/king_st_vodka_tile.jpg?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=right&amp;mark-align=top,left&amp;mark-pad=0&amp;mark="
143,144,FIVE LAKES VODKA,3.17,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/63598290-e642-0137-9f88-1ac137ba6526/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
144,145,VALENTINE VODKA,5.0,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/f39dbfa0-d4b2-0137-f05a-027b5eaa9c83/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
145,146,WYBOROWA EXQUISITE WÓDKA,3.83,40.0,none,none,"https://ip-distiller.imgix.net/images/spirits/cd987e50-d453-0137-b200-0a494cf2711a/data_tile.?w=280&amp;h=280&amp;mark-w=70&amp;mark-h=70&amp;fit=crop&amp;crop=&amp;mark-align=top,left&amp;mark-pad=0&amp;mark=https://s3.amazonaws.com/is.distiller.com/images/spirit_request_tags/vodka_tag.png"
